"date","hs","swe_deltasnow","swe_hs2swe","swe_pi16","swe_st10","swe_jo09"
2025-05-16,2.67097222222222,1028.44459546203,1015.29249144237,1060.37597222222,1163.7239171083,1156.50536453663
2025-05-17,2.64673611111111,1028.44459546203,1015.29249144237,1053.40097222222,1153.54610833599,1144.66428773391
2025-05-18,2.61871527777778,1028.44459546203,1015.29249144237,1044.86739583333,1141.5187608249,1131.00486284154
2025-05-19,2.6196875,1028.44459546203,1015.29249144237,1047.875,1143.59732366668,1131.47823330078
2025-05-20,2.63631944444444,1031.88723755661,1019.47790126268,1057.16409722222,1153.31013407881,1139.58256141514
2025-05-21,2.78339583333333,1048.45680684549,1038.62916954831,1118.925125,1227.10392418154,1211.75501278861
2025-05-22,2.84479861111111,1059.66154772376,1051.46308724804,1146.45384027778,1259.12314960444,1242.1550529058
2025-05-23,2.80516666666667,1059.66154772376,1051.46308724804,1133.28733333333,1241.16632491575,1222.51549374057
2025-05-24,2.77723611111111,1059.66154772376,1051.46308724804,1124.780625,1229.00125288427,1208.71413354801
2025-05-25,2.75672222222222,1062.2172197519,1051.46308724804,1119.22922222222,1220.49468638375,1198.59846022743
2025-05-26,2.73418055555556,1062.2172197519,1051.46308724804,1112.81148611111,1210.97782847506,1187.50328276174
2025-05-27,2.75915277777778,1067.81369975278,1056.64202196715,1125.73433333333,1224.927436992,1199.7960979687
2025-05-28,2.78202777777778,1072.80202507305,1062.27933634382,1137.84936111111,1237.86956176774,1211.07953009943
2025-05-29,2.72909027777778,1072.80202507305,1062.27933634382,1118.92701388889,1213.25089589817,1185.00074524664
2025-05-30,2.67422222222222,1072.80202507305,1062.27933634382,1099.10533333333,1187.71834139253,1158.09509905443
2025-05-31,2.63179861111111,1072.80202507305,1062.27933634382,1084.30102777778,1168.3551420873,1137.3785336302
2025-06-01,2.60001388888889,1072.80202507305,1062.27933634382,1073.80573611111,1154.23904305663,1226.42684575155
2025-06-02,2.59204166666667,1072.80202507305,1062.27933634382,1073.10525,1151.83005598241,1222.50104392631
2025-06-03,2.55236111111111,1072.80202507305,1062.27933634382,1059.22986111111,1133.82110135254,1202.97599746835
2025-06-04,2.52779166666667,1072.80202507305,1062.27933634382,1051.56133333333,1123.23659118477,1190.89912455871
2025-06-05,2.48177083333333,1072.80202507305,1059.73513424892,1034.8984375,1102.13177222452,1168.30394414986
2025-06-06,2.426625,1072.80202507305,1053.99716679768,1014.32925,1076.59167141256,1141.273283625
2025-06-07,2.365875,1072.80202507305,1045.53624979859,991.301625,1048.36696847499,1111.551953625
2025-06-08,2.32491666666667,1072.80202507305,1040.53750267186,976.465,1029.81708499757,1091.54684132551
2025-06-09,2.2785,1072.80202507305,1033.24689646807,959.2485,1008.63306554093,1068.908148
2025-06-10,2.23021527777778,1072.80202507305,1024.77193785479,941.150847222222,986.569404133737,1045.39496104483
2025-06-11,2.16279861111111,1072.80202507305,1009.81498811881,914.8638125,955.304127112192,1012.6274710133
2025-06-12,2.09422916666667,1072.49274852082,992.111348129847,887.953166666667,923.569029121518,979.374313817061
2025-06-13,2.03105555555556,1042.069509787,974.441921162925,863.198611111111,894.505045477404,948.804464842331
2025-06-14,1.98149305555556,1018.52850287196,960.297225530655,844.116041666667,872.00787286203,924.865758032781
2025-06-15,1.93717361111111,997.598471994414,947.084845532857,827.173131944444,852.040563024253,903.492708692296
2025-06-16,1.88014583333333,970.031970071707,928.580174142773,804.702416666667,826.05413037931,876.037327054061
2025-06-17,1.81213888888889,936.685462502269,904.470854086366,777.407583333333,794.922394775372,843.364209153146
2025-06-18,1.74152777777778,901.863526510362,878.072872434258,748.856944444444,762.652012766594,809.518237645383
2025-06-19,1.65490277777778,858.600559008288,844.039376187516,713.263097222222,722.969673248909,768.105298739583
2025-06-20,1.58677083333333,824.785680463211,816.618760777512,685.485,692.087386104759,735.617686293861
2025-06-21,1.52106944444444,792.107136652086,788.982381593723,658.623069444444,662.426672905105,704.359409416931
2025-06-22,1.44629166666667,754.567857552979,756.484028651812,627.690583333333,628.645660702686,668.867004981911
2025-06-23,1.35172222222222,706.539980272316,713.745208741111,587.999166666667,585.872291587298,624.108763227783
2025-06-24,1.27045138888889,665.293561943124,676.114746702016,553.916805555556,549.402872078554,585.758910338096
2025-06-25,1.19282638888889,625.802592230104,639.354664331533,521.265131944444,514.745384374129,549.228102324296
2025-06-26,1.10265277777778,579.565286927184,595.538099881184,482.961916666667,474.543035067078,506.912893098783
2025-06-27,1.00381944444444,528.59252746783,546.33685242829,440.676736111111,430.650920511377,460.683394562531
2025-06-28,0.944104166666667,498.064094601823,516.306618863652,415.405833333333,404.496025096935,432.827245703661
2025-06-29,0.851916666666667,450.256644060102,469.220666169234,375.69525,363.949055826302,389.935336539911
2025-06-30,0.701791666666667,371.592044205026,390.593849030846,310.191916666667,298.102929648797,320.377970251511
2025-07-01,0.695519230769231,368.898621586908,387.384195124108,308.115019230769,NA,333.38515724353
